epoch,train_loss,val_loss
0,3.91351580619812,3.234686533610026
1,3.8362884521484375,3.234686533610026
2,3.8208563327789307,3.234686533610026
3,3.9639086723327637,3.2346867322921753
4,3.8524911403656006,3.2346743742624917
5,3.830658197402954,3.2345234950383506
6,3.78350567817688,3.2334893544514975
7,3.9024999141693115,3.2373401323954263
8,3.8391435146331787,3.2182909647623696
9,3.730778694152832,3.2099953095118203
10,3.585737943649292,3.2017532189687095
11,3.5861992835998535,3.126356840133667
12,3.464203119277954,3.142627199490865
13,3.635039806365967,3.066742420196533
14,3.4610464572906494,3.134077310562134
15,3.39038348197937,3.138407031695048
16,3.3228628635406494,3.1119648615519204
17,3.2664144039154053,3.133662541707357
18,3.243482828140259,3.091336647669474
19,3.2893574237823486,3.5568388303120932
20,3.2657625675201416,3.054847478866577
21,3.2545416355133057,3.2398581504821777
22,3.1817069053649902,3.122967561086019
23,3.1367175579071045,3.4333048264185586
24,3.2907118797302246,3.1387007236480713
25,3.133517026901245,3.3526268800099692
26,3.0676748752593994,3.233719289302826
27,2.9818308353424072,3.3326971530914307
28,2.9763612747192383,3.270033121109009
29,3.0252890586853027,3.468408783276876
30,3.075369119644165,3.278637488683065
31,2.881375789642334,3.4266446034113565
32,2.9025650024414062,3.5604923566182456
33,2.978641986846924,3.2778897285461426
34,2.8679163455963135,3.268427928288778
35,2.993367910385132,3.3348726431528726
36,3.0206308364868164,3.3911760250727334
37,3.0021045207977295,3.2322420279184976
38,2.858950614929199,3.6917768319447837
39,2.7865540981292725,3.285130500793457
40,3.2310633659362793,3.3310499588648477
41,2.849247455596924,3.5690266291300454
42,2.7711434364318848,3.23974609375
43,2.788013219833374,3.580263058344523
44,2.737051486968994,3.4884049892425537
45,2.7411997318267822,3.530566851298014
46,2.7003746032714844,3.477685491243998
47,2.728632926940918,3.515111287434896
48,2.7052290439605713,3.6674016316731772
49,2.7374699115753174,3.772547165552775
50,2.74497389793396,3.5369089444478354
51,2.7777509689331055,3.579923391342163
52,2.7380659580230713,3.608250379562378
53,2.691642999649048,3.587878704071045
54,2.6836442947387695,3.6475231647491455
55,2.6954879760742188,3.877093950907389
56,2.666679620742798,3.710322380065918
57,2.6722729206085205,3.78762149810791
58,2.662346124649048,3.8217647075653076
