epoch,train_loss,val_loss
0,3.9140679836273193,3.234686533610026
1,3.804579257965088,3.234686533610026
2,3.763920307159424,3.234686533610026
3,4.64015007019043,3.234707832336426
4,3.8502302169799805,3.234537363052368
5,3.7698187828063965,3.2340529759724936
6,3.816382884979248,3.2317264080047607
7,3.8066766262054443,3.162114938100179
8,3.648843288421631,3.1051706870396933
9,3.605510950088501,3.125846743583679
10,3.5086188316345215,3.2631678581237793
11,3.5244011878967285,3.1123012701670327
12,3.361490488052368,3.1329204638799033
13,3.3567891120910645,3.4266438484191895
14,3.325911283493042,3.3077927033106485
15,3.2410213947296143,3.3854071299235025
16,3.3914875984191895,3.447493235270182
17,3.324655055999756,3.281165917714437
18,3.2264819145202637,3.3433875242869058
19,3.2171289920806885,3.2871283690134683
20,3.2643940448760986,3.284218351046244
21,3.350163459777832,3.067423701286316
22,3.1983888149261475,3.2052812576293945
23,3.148897647857666,3.3397520383199057
24,3.129714012145996,3.289239446322123
25,3.304717779159546,3.3884502251942954
26,3.157757043838501,3.223083217938741
27,3.1010146141052246,3.288794914881388
28,3.0074844360351562,3.3257160981496177
29,2.977205753326416,3.455150286356608
30,3.266097068786621,3.644399086634318
31,3.0156452655792236,3.271968642870585
32,2.9481124877929688,3.2209540605545044
33,3.0039827823638916,3.478603720664978
34,3.0200753211975098,3.568046728769938
35,2.949842691421509,3.458831787109375
36,2.8874094486236572,3.5281174182891846
37,2.838456392288208,3.6094600359598794
38,2.8449032306671143,3.592262029647827
39,2.9455485343933105,3.4735542933146157
40,2.796119451522827,3.2808310985565186
41,2.8345067501068115,3.358324885368347
42,2.724214792251587,3.1668196519215903
43,2.7227234840393066,3.4054173628489175
44,2.7926366329193115,3.541327397028605
45,2.7451655864715576,3.419297536214193
46,2.6790099143981934,3.3316897551218667
47,2.6848385334014893,3.2093341747919717
48,2.6649763584136963,3.5579253832499185
49,2.6534857749938965,3.426281770070394
50,2.6900293827056885,3.4592163960138955
51,2.8172340393066406,3.6686512231826782
52,2.752288818359375,3.1794496377309165
53,2.6657748222351074,3.1523229678471885
54,2.6265759468078613,3.2078452110290527
55,2.6091792583465576,3.136015017827352
56,2.609632730484009,3.2097131411234536
57,2.6069846153259277,3.13517157236735
58,2.616319179534912,3.1637723445892334
59,2.6098475456237793,3.125484844048818
60,2.611992359161377,3.1552207469940186
61,2.618903875350952,3.1520891586939492
62,2.6949031352996826,3.2582542498906455
63,2.607210874557495,3.285914500554403
64,2.6217188835144043,3.199627717336019
65,2.589881420135498,3.2021387815475464
66,2.5921630859375,3.1954898039499917
67,2.5894229412078857,3.299729108810425
68,2.581998586654663,3.2589423656463623
69,2.5867245197296143,3.2338369687398276
70,2.5855836868286133,3.283191521962484
71,2.5853185653686523,3.360016345977783
72,2.5836269855499268,3.3503918647766113
73,2.5852389335632324,3.32930596669515
74,2.5830788612365723,3.309257427851359
75,2.585477352142334,3.3787837823232016
76,2.5830421447753906,3.4110001722971597
77,2.5811030864715576,3.4250862201054892
78,2.5800461769104004,3.4374024868011475
79,2.5802018642425537,3.505959947903951
80,2.5865025520324707,3.480949958165487
81,2.6054675579071045,3.3382945458094277
82,2.9124767780303955,3.313901702562968
83,2.687131643295288,3.3122265338897705
84,2.6489272117614746,3.2082848946253457
85,2.600274085998535,3.1572380860646567
86,2.6024229526519775,3.025581439336141
87,2.6126532554626465,3.046924670537313
88,2.5904462337493896,3.036172310511271
89,2.594980001449585,3.094153801600138
90,2.592252254486084,3.148320039113363
91,2.592883586883545,3.202345530192057
92,2.5906057357788086,3.2069576581319175
