epoch,train_loss,val_loss
0,3.880690097808838,3.234686533610026
1,3.869913339614868,3.234686533610026
2,3.845867395401001,3.234686533610026
3,3.9767866134643555,3.2346866925557456
4,3.914109706878662,3.234680732091268
5,3.893650531768799,3.2346574862798056
6,3.873720645904541,3.2345751921335855
7,3.860396385192871,3.234000047047933
8,3.8491032123565674,3.2222816149393716
9,3.8348710536956787,3.168391744295756
10,3.7737159729003906,3.1284542878468833
11,3.802499294281006,3.1435863176981607
12,3.7638769149780273,3.090587615966797
13,3.86419677734375,3.088470220565796
14,3.717970609664917,3.0304342905680337
15,3.6048498153686523,2.968473792076111
16,3.543670892715454,2.9961469968159995
17,3.511221408843994,3.0032076835632324
18,3.455458641052246,3.0133296251296997
19,3.469184398651123,2.9855851332346597
20,3.477855682373047,2.998146136601766
21,3.393954277038574,3.058118542035421
22,3.3632290363311768,3.202272653579712
23,3.3098247051239014,3.0504221518834433
24,3.394744873046875,3.0450374285380044
25,3.2603914737701416,3.058859427769979
26,3.2626237869262695,3.1517184575398765
27,3.1561050415039062,3.1552695433298745
28,3.1091103553771973,3.09390918413798
29,3.2590882778167725,3.4566871325174966
30,3.2173688411712646,3.0054429372151694
31,3.0620408058166504,2.8735793431599936
32,2.9338736534118652,2.8239750067392984
33,2.8882672786712646,2.9238346417744956
34,2.8312532901763916,2.98622989654541
35,2.923692226409912,2.825608253479004
36,2.8506219387054443,2.880797266960144
37,2.839639902114868,3.019683837890625
38,2.808119297027588,3.178919712702433
39,2.734027862548828,2.9801829059918723
40,2.765730381011963,3.0305111408233643
41,2.7751576900482178,3.0413806438446045
42,2.7380921840667725,2.9808843533198037
43,2.7674543857574463,2.9489285151163735
44,2.6930465698242188,3.0167797803878784
45,2.6560428142547607,2.9708864291508994
46,2.71243953704834,2.9571509758631387
47,2.661332607269287,2.906254768371582
48,2.6763734817504883,3.135422706604004
49,2.638782262802124,2.8994157314300537
50,2.6168899536132812,3.2134114106496177
51,2.616055727005005,3.0977635383605957
52,2.72495698928833,3.3754398822784424
