epoch,train_loss,val_loss,accuracy
0,3.895468235015869,3.234686533610026,25.0
1,3.8011817932128906,3.234686533610026,25.0
2,3.784393787384033,3.234686295191447,29.545454545454547
3,3.9349939823150635,3.234685222307841,31.818181818181817
4,3.9157590866088867,3.2344615856806436,34.090909090909086
5,3.9050533771514893,3.233254631360372,34.090909090909086
6,3.6600327491760254,3.183957815170288,28.030303030303028
7,3.753645658493042,3.21278182665507,34.84848484848485
8,3.535440683364868,3.069696227709452,45.45454545454545
9,3.5977067947387695,3.116504669189453,31.060606060606062
10,3.5090372562408447,2.9953930377960205,50.75757575757576
11,3.4144175052642822,2.9637838999430337,46.96969696969697
12,3.544483184814453,3.0238571564356485,46.96969696969697
13,3.522402763366699,3.0661107301712036,46.96969696969697
14,3.3868825435638428,3.028429687023163,46.96969696969697
15,3.257747173309326,3.0806415478388467,55.3030303030303
16,3.305026054382324,2.984434962272644,52.27272727272727
17,3.2159435749053955,2.919195850690206,53.03030303030303
18,3.102130651473999,2.9067171812057495,55.3030303030303
19,3.141448497772217,2.9018848737080893,53.78787878787878
20,3.1041831970214844,3.0067105690638223,55.3030303030303
21,3.007552146911621,2.9856157302856445,53.03030303030303
22,2.923856496810913,3.0058116912841797,56.060606060606055
23,2.9012389183044434,2.9768735567728677,55.3030303030303
24,2.864964008331299,2.9770140647888184,54.54545454545454
25,2.83516526222229,2.9906664292017617,58.333333333333336
26,2.919651985168457,2.897520065307617,56.060606060606055
27,2.985128879547119,3.0972304344177246,53.78787878787878
28,2.8695359230041504,2.9408437410990396,57.57575757575758
29,3.046659231185913,3.0459258556365967,57.57575757575758
30,3.1470184326171875,3.081020712852478,54.54545454545454
31,2.902071237564087,2.8912453651428223,61.36363636363637
32,2.9628496170043945,2.8445119063059487,60.60606060606061
33,2.789656639099121,3.065975308418274,64.39393939393939
34,2.929331064224243,3.0292262633641562,62.878787878787875
35,2.819214105606079,2.882756988207499,61.36363636363637
36,2.715848207473755,2.936140219370524,60.60606060606061
37,2.807283639907837,3.0673489570617676,59.09090909090909
38,2.692310333251953,3.0591262181599936,66.66666666666666
39,2.672748565673828,3.4738457997639975,60.60606060606061
40,2.819139242172241,2.933217406272888,62.878787878787875
41,2.6863160133361816,3.1731717189153037,62.121212121212125
42,2.669513463973999,2.9730982383092246,60.60606060606061
43,2.640228509902954,3.5414509773254395,60.60606060606061
44,2.640744686126709,3.1193888982137046,62.878787878787875
45,2.6462690830230713,3.320573012034098,62.121212121212125
46,2.6235105991363525,3.412901282310486,61.36363636363637
47,2.622344970703125,3.4651814699172974,62.121212121212125
48,2.621778726577759,3.565349062283834,61.36363636363637
49,2.6238465309143066,3.596577763557434,62.121212121212125
50,2.636117458343506,3.5486737887064614,60.60606060606061
51,2.6270804405212402,3.646521051724752,61.36363636363637
52,2.6227078437805176,3.6525110403696694,61.36363636363637
53,2.6208434104919434,3.7025920152664185,61.36363636363637
54,2.6204771995544434,3.741615891456604,61.36363636363637
55,2.619148015975952,3.7490556637446084,61.36363636363637
56,2.6198387145996094,3.788292129834493,61.36363636363637
57,2.6194748878479004,3.791011651357015,62.878787878787875
58,2.6206846237182617,3.81037429968516,61.36363636363637
59,2.6185872554779053,3.8764538367589316,61.36363636363637
60,2.617523193359375,3.87601367632548,61.36363636363637
61,2.617426872253418,3.911466399828593,61.36363636363637
62,2.61737060546875,3.930571715037028,61.36363636363637
63,2.6172616481781006,3.964872121810913,61.36363636363637
64,2.617265224456787,3.9705049991607666,61.36363636363637
65,2.617504596710205,4.012726942698161,61.36363636363637
66,2.6176908016204834,3.9888647397359214,61.36363636363637
67,2.6176669597625732,4.029338240623474,61.36363636363637
68,2.6175994873046875,4.010127504666646,61.36363636363637
69,2.617156744003296,4.0448118050893145,61.36363636363637
70,2.6170339584350586,4.04815689722697,61.36363636363637
71,2.6169331073760986,4.0768171946207685,61.36363636363637
72,2.6169137954711914,4.088718930880229,61.36363636363637
73,2.6168429851531982,4.112016161282857,61.36363636363637
74,2.6168532371520996,4.124899427096049,60.60606060606061
