epoch,train_loss,val_loss
0,3.9057552814483643,3.234686533610026
1,3.8690991401672363,3.234686533610026
2,3.851691722869873,3.234686493873596
3,4.037230968475342,3.2346662680308023
4,3.883239507675171,3.2331155935923257
5,3.8104195594787598,3.222548723220825
6,3.8203070163726807,3.2228949069976807
7,3.736603260040283,3.2004008690516152
8,3.6760177612304688,3.1982438564300537
9,3.813011646270752,3.144843101501465
10,3.682814121246338,3.1017140547434487
11,3.63342022895813,3.086649696032206
12,3.6090810298919678,3.1156655152638755
13,3.5609474182128906,3.0220179160435996
14,3.556338310241699,3.033963918685913
15,3.529179096221924,2.9756642977396646
16,3.6124789714813232,3.053768038749695
17,3.480801582336426,2.9196225007375083
18,3.3896303176879883,3.141743461290995
19,3.377793550491333,3.08989409605662
20,3.365971565246582,3.0439342657725015
21,3.3908445835113525,3.1379326979319253
22,3.5831503868103027,3.0411232709884644
23,3.3009660243988037,3.0893616676330566
24,3.252096652984619,3.2112396558125815
25,3.5076258182525635,3.287834405899048
26,3.3022348880767822,3.0922089417775473
27,3.246835947036743,2.9786020119984946
28,3.097926139831543,3.6698883771896362
29,3.259525775909424,3.117622494697571
30,3.105804204940796,3.3094067573547363
31,3.0011019706726074,2.9893019994099936
32,2.9686226844787598,3.035906990369161
33,3.0709474086761475,3.065322995185852
34,3.0326833724975586,3.277007738749186
35,2.9315245151519775,3.1347652276357016
36,3.0715179443359375,3.208378632863363
37,2.8712518215179443,3.228306452433268
38,2.793083429336548,3.074352741241455
39,2.7224884033203125,3.13737686475118
40,2.866227626800537,3.2213189601898193
41,2.783538579940796,3.322747548421224
42,2.91695499420166,3.369286855061849
43,2.8246006965637207,3.444758892059326
44,2.7164406776428223,3.170445521672567
45,2.7150495052337646,3.1905523935953775
46,2.674919605255127,3.3403430779774985
47,2.676447868347168,3.3855151335398355
48,2.640977144241333,3.4386769930521646
49,2.689378499984741,3.3452940781911216
50,2.821943521499634,3.2959399223327637
51,2.6314847469329834,3.4603824615478516
52,2.622469186782837,3.508970260620117
53,2.6384952068328857,3.6785125732421875
54,2.633497953414917,3.51737117767334
55,2.6214699745178223,3.560452461242676
56,2.6145405769348145,3.6148499647776284
57,2.61633038520813,3.514234781265259
