epoch,train_loss,val_loss,accuracy
0,3.9348950386047363,3.234686533610026,23.484848484848484
1,3.864534854888916,3.234686533610026,23.484848484848484
2,3.810811758041382,3.234686533610026,40.15151515151515
3,3.9580702781677246,3.23465625445048,36.36363636363637
4,3.9494121074676514,3.234583616256714,35.60606060606061
5,3.865631580352783,3.21794064839681,37.121212121212125
6,3.8425941467285156,3.1289241313934326,43.18181818181818
7,3.772212505340576,3.192878484725952,37.121212121212125
8,3.5854108333587646,2.9908135533332825,39.39393939393939
9,3.420102834701538,2.9081472953160605,43.93939393939394
10,3.5560708045959473,2.944770574569702,48.484848484848484
11,3.3106727600097656,2.7733969688415527,46.21212121212121
12,3.342923402786255,2.770211338996887,53.03030303030303
13,3.152507781982422,2.780191719532013,55.3030303030303
14,3.151045560836792,2.737020115057627,57.57575757575758
15,3.0629055500030518,2.927615225315094,53.03030303030303
16,2.9512205123901367,2.839582403500875,64.39393939393939
17,3.1719508171081543,3.2771995862325034,50.0
18,3.175330638885498,2.6633031765619912,66.66666666666666
19,2.877577066421509,2.958089033762614,66.66666666666666
20,2.855347156524658,2.9789871176083884,65.9090909090909
21,2.7581980228424072,3.0979936122894287,65.15151515151516
22,2.736701726913452,3.0800239642461142,66.66666666666666
23,2.7170705795288086,3.2308997909228006,64.39393939393939
24,2.7044947147369385,3.1945449709892273,65.9090909090909
25,2.726868152618408,3.293129781881968,67.42424242424242
26,2.701329231262207,3.3804472287495932,68.93939393939394
27,2.6429967880249023,3.337120254834493,69.6969696969697
28,3.151981830596924,3.198976198832194,59.09090909090909
29,3.007495641708374,2.993254065513611,66.66666666666666
30,2.714465856552124,2.9983256657918296,70.45454545454545
31,2.639472484588623,3.182793696721395,71.21212121212122
32,2.6545023918151855,3.1896685361862183,67.42424242424242
33,2.636091709136963,3.2670368750890098,66.66666666666666
34,2.621338367462158,3.261514882246653,68.93939393939394
35,2.6079587936401367,3.3368334968884787,68.93939393939394
36,2.605823278427124,3.4117834170659385,70.45454545454545
37,2.608302116394043,3.4787853558858237,71.21212121212122
38,2.61474609375,3.5010366837183633,67.42424242424242
39,2.5978164672851562,3.632828156153361,68.18181818181817
40,2.5943925380706787,3.5581827759742737,68.18181818181817
41,2.58455753326416,3.608703295389811,67.42424242424242
42,2.5750033855438232,3.650510052839915,67.42424242424242
43,2.5740928649902344,3.665416121482849,67.42424242424242
44,2.5726022720336914,3.7478471994400024,67.42424242424242
45,2.5730409622192383,3.7389200925827026,67.42424242424242
46,2.5731120109558105,3.809995114803314,67.42424242424242
47,2.5726075172424316,3.7787713408470154,67.42424242424242
48,2.572378635406494,3.858228941758474,67.42424242424242
49,2.5718278884887695,3.829925815264384,68.18181818181817
50,2.571357250213623,3.8859598437945047,67.42424242424242
51,2.571051597595215,3.8935465812683105,67.42424242424242
52,2.5708250999450684,3.907665471235911,67.42424242424242
53,2.5707268714904785,3.9575807650883994,67.42424242424242
54,2.571230411529541,3.924612581729889,67.42424242424242
55,2.571622610092163,3.9878606597582498,67.42424242424242
56,2.571241617202759,3.9544191360473633,67.42424242424242
57,2.570882558822632,4.002170979976654,67.42424242424242
58,2.570617198944092,3.9852463801701865,67.42424242424242
59,2.5705270767211914,4.026511073112488,67.42424242424242
60,2.5705950260162354,3.998397707939148,67.42424242424242
61,2.5706608295440674,4.05103196700414,67.42424242424242
